  kp gain   kd gain         mean       median       min          max   % below 20
  4.00E21   4.00E22      26.4204      13.2703    0.0000     174.5039      68.0438
  4.25E21   4.25E22      25.9371      12.0641    0.0000     176.4734      71.1059
  4.50E21   4.50E22      23.3396       9.8302    0.0000     164.0811      76.8968
  4.75E21   4.75E22      23.6337       8.9629    0.0000     166.1553      80.5280
  5.00E21   5.00E22      28.2158      16.0134    0.0000     158.1473      67.9533
  5.25E21   5.25E22      27.5571      12.9039    0.0000     177.3976      70.0473
  5.50E21   5.50E22      23.1565      11.3782    0.0000     159.4159      75.6982
  5.75E21   5.75E22      23.7202       9.2162    0.0000     171.4697      77.1432
  6.00E21   6.00E22      23.3565       9.0504    0.0000     169.4027      78.6610
  6.25E21   6.25E22      25.6481      10.5114    0.0000     173.2284      77.1468
  6.50E21   6.50E22      23.9286      11.1088    0.0000     171.8881      74.6715
  6.75E21   6.75E22      25.1762      12.3720    0.0000     174.1603      70.4445
  7.00E21   7.00E22      29.9944      16.2833    0.0000     169.4493      66.0189
  7.25E21   7.25E22      25.8291      11.9511    0.0000     177.2429      71.9304
  7.50E21   7.50E22      24.7741       9.8735    0.0000     173.4328      72.6094
  7.75E21   7.75E22      26.0826      11.2438    0.0000     169.6609      77.0333
  8.00E21   8.00E22      26.4204      13.2703    0.0000     174.5039      68.0438
  8.25E21   8.25E22      28.8126      13.1824    0.0000     175.5145      70.2034
  8.50E21   8.50E22      25.9371      12.0641    0.0000     176.4734      71.1059
  8.75E21   8.75E22      25.8907      10.6387    0.0000     173.1974      73.3151
  9.00E21   9.00E22      23.3396       9.8302    0.0000     164.0811      76.8968
  9.25E21   9.25E22      24.4462      11.8349    0.0000     176.7935      77.0173
  9.50E21   9.50E22      23.6337       8.9629    0.0000     166.1553      80.5280
